programming:VariableDeclaration;NOUN_PHRASES_AMOUNT;FLESCH_KINCAID_GRADE;VIDEOID;VIDEO_AVERAGE_COLORFULNESS;VIDEO_AVERAGE_BRIGHTNESS;VIDEO_SIZE;PHRASES_AMOUNT;VIDEO_DIFFICULT_WORDS;programming:Array;VIDEO_AVERAGE_LIGHT_EXPOSURE;SPEECH_DISPLAY_WORDS_RATIO;FLESCH_READING_EASE;VIDEO_WORDS_COUNT;VIDEO_ASPECT_RATIO;VIDEO_DOMINANT_COLOR;programming:Interface;AUTOMATED_READABILITY_INDEX;WORD_AMOUNT;FLESCH_KINCAID_VIDEO_GRADE;UNCOMMON WORDS RATIO;programming:Inheritance;VIDEO_DURATION;programming:Encapsulation;programming:WhileLoop;UNCOMMON WORDS AMOUNT;programming:If;WORDS_PER_MINUTE_WHOLE_VIDEO;VIDEO_AVERAGE_HUE;EASY_VIDEO_READ;programming:ForLoop;programming:Object;VIDEO_PHRASES_COUNT;WORDS_PER_MINUTE;VIDEO_NOUN_PHRASES;programming:ExceptionHandling;programming:Polymorphism;WORDS_PER_MINUTE_WHOLE;AUTOMATED_VIDEO_READABILITY_INDEX;DIFFICULT_WORDS_AMOUNT;VIDEO_AVERAGE_SATURATION;programming:Class;score
0.0;97.0;9.6;3759;23.391;1.0;1500.0;75.0;27.0;0.0;243.704;0.087;60.45;125.0;1.778;1677.722;0.0;9.6;1439.0;8.9;0.321;0.0;9.467;0.0;0.0;462.0;0.0;13.181;7.386;51.44;0.0;0.0;11.0;152.452;51.0;0.0;0.0;151.64;15.9;118.0;6.948;1.0;intermediate
0.0;70.0;9.6;4333;19.545;1.0;1500.0;45.0;24.0;0.0;191.023;0.075;65.86;75.0;1.778;1677.722;0.0;9.8;997.0;10.3;0.27;0.0;5.617;0.0;0.0;269.0;0.0;13.323;9.609;47.79;0.0;0.0;5.0;177.427;20.0;0.0;1.0;176.575;13.8;114.0;11.581;0.0;intermediate
0.0;143.0;9.5;786;16.687;1.0;1500.0;102.0;151.0;0.0;221.842;0.654;60.65;1267.0;1.778;1677.722;0.0;9.8;1938.0;6.9;0.278;1.0;18.6;0.0;0.0;539.0;0.0;68.09;18.42;67.55;0.0;0.0;104.0;118.105;551.0;0.0;0.0;103.828;13.2;251.0;13.455;0.0;intermediate
0.0;102.0;5.2;4718;32.407;1.0;1500.0;80.0;50.0;0.0;167.459;0.227;82.54;256.0;1.778;1664.563;0.0;6.1;1127.0;5.3;0.318;1.0;8.733;0.0;0.0;358.0;0.0;29.31;52.849;77.13;0.0;0.0;23.0;141.62;69.0;0.0;0.0;129.374;10.8;109.0;78.827;1.0;intermediate
0.0;102.0;5.2;4718;32.407;1.0;1500.0;80.0;50.0;0.0;167.459;0.227;82.54;256.0;1.778;1664.563;0.0;6.1;1127.0;5.3;0.318;1.0;8.733;0.0;0.0;358.0;0.0;29.31;52.849;77.13;0.0;0.0;23.0;141.62;69.0;0.0;0.0;129.374;10.8;109.0;78.827;1.0;intermediate
0.0;127.0;9.3;5146;28.095;1.0;1500.0;78.0;66.0;1.0;187.237;0.16;66.67;267.0;1.778;1677.722;0.0;10.8;1671.0;5.3;0.287;0.0;11.833;0.0;0.0;479.0;0.0;22.547;30.402;71.71;0.0;0.0;33.0;142.01;71.0;0.0;0.0;141.025;6.9;214.0;34.377;0.0;intermediate
0.0;238.0;8.8;5151;23.589;1.0;1500.0;153.0;176.0;0.0;187.085;0.218;67.89;674.0;1.778;1677.722;0.0;9.2;3086.0;9.7;0.268;0.0;21.5;0.0;0.0;827.0;1.0;31.336;25.33;38.69;0.0;0.0;92.0;148.24;234.0;0.0;0.0;143.291;10.1;286.0;28.594;0.0;intermediate
0.0;10.0;7.1;781;11.652;1.0;1500.0;17.0;32.0;0.0;237.201;0.654;66.94;142.0;1.778;1677.722;0.0;6.9;217.0;20.6;0.3;1.0;1.867;0.0;0.0;65.0;0.0;75.478;9.36;31.93;0.0;0.0;3.0;120.645;36.0;0.0;0.0;115.344;30.4;44.0;7.357;0.0;intermediate
1.0;52.0;7.1;4275;22.089;1.0;1500.0;77.0;73.0;0.0;108.475;0.238;77.67;347.0;1.778;0.0;0.0;7.3;1457.0;8.3;0.224;0.0;7.633;0.0;0.0;326.0;0.0;45.448;15.927;58.38;0.0;0.0;27.0;191.737;104.0;0.0;0.0;190.042;14.4;100.0;21.923;0.0;difficult
0.0;132.0;6.5;4430;12.962;1.0;1500.0;120.0;34.0;0.0;187.816;0.06;79.3;124.0;1.778;1677.722;0.0;7.7;2081.0;13.0;0.316;1.0;11.733;0.0;0.0;658.0;0.0;10.566;5.731;56.93;0.0;0.0;4.0;175.562;27.0;0.0;0.0;175.538;17.1;196.0;8.893;0.0;difficult
0.0;61.0;7.8;4319;18.346;1.0;1500.0;63.0;40.0;0.0;113.788;0.141;70.53;156.0;1.778;0.0;0.0;8.2;1107.0;14.6;0.275;0.0;6.667;0.0;0.0;304.0;0.0;23.386;20.754;36.63;1.0;0.0;6.0;166.744;45.0;0.0;0.0;165.651;18.5;117.0;34.417;0.0;difficult
0.0;94.0;7.3;4424;29.208;1.0;1500.0;89.0;24.0;0.0;187.985;0.048;71.75;70.0;1.778;1677.722;0.0;7.9;1463.0;10.1;0.31;1.0;8.85;0.0;0.0;453.0;0.0;7.897;9.196;53.71;0.0;0.0;4.0;166.497;26.0;0.0;0.0;164.36;16.5;162.0;17.816;0.0;difficult
0.0;61.0;7.8;4319;18.346;1.0;1500.0;63.0;40.0;0.0;113.788;0.141;70.53;156.0;1.778;0.0;0.0;8.2;1107.0;14.6;0.275;0.0;6.667;0.0;0.0;304.0;0.0;23.386;20.754;36.63;1.0;0.0;6.0;166.744;45.0;0.0;0.0;165.651;18.5;117.0;34.417;0.0;difficult
0.0;132.0;6.5;4430;12.962;1.0;1500.0;120.0;34.0;0.0;187.816;0.06;79.3;124.0;1.778;1677.722;0.0;7.7;2081.0;13.0;0.316;1.0;11.733;0.0;0.0;658.0;0.0;10.566;5.731;56.93;0.0;0.0;4.0;175.562;27.0;0.0;0.0;175.538;17.1;196.0;8.893;0.0;difficult
0.0;136.0;6.3;4287;36.442;1.0;1500.0;126.0;29.0;0.0;172.846;0.068;79.9;143.0;1.778;1677.722;0.0;6.8;2109.0;11.2;0.281;0.0;11.367;0.0;0.0;593.0;1.0;12.577;14.73;40.04;0.0;0.0;10.0;186.217;47.0;0.0;0.0;184.867;16.9;179.0;26.276;0.0;difficult
0.0;136.0;6.3;4287;36.442;1.0;1500.0;126.0;29.0;0.0;172.846;0.068;79.9;143.0;1.778;1677.722;0.0;6.8;2109.0;11.2;0.281;0.0;11.367;0.0;0.0;593.0;1.0;12.577;14.73;40.04;0.0;0.0;10.0;186.217;47.0;0.0;0.0;184.867;16.9;179.0;26.276;0.0;difficult
1.0;76.0;8.0;4340;31.584;1.0;1500.0;58.0;96.0;0.0;162.788;0.293;75.34;360.0;1.778;1677.722;0.0;9.2;1227.0;10.5;0.246;0.0;7.033;0.0;0.0;302.0;0.0;51.17;15.549;41.97;0.0;0.0;29.0;173.781;141.0;0.0;0.0;173.695;18.6;109.0;25.953;1.0;difficult
1.0;115.0;4.9;4378;24.602;1.0;1500.0;126.0;32.0;0.0;196.317;0.05;83.46;83.0;1.778;1677.722;0.0;4.7;1658.0;14.9;0.349;0.0;9.567;0.0;0.0;579.0;0.0;8.669;22.404;24.98;0.0;0.0;4.0;172.786;17.0;0.0;0.0;172.028;19.7;135.0;16.867;0.0;difficult
0.0;81.0;7.7;4334;19.365;1.0;1500.0;57.0;35.0;0.0;187.299;0.152;76.15;177.0;1.778;1677.722;0.0;8.3;1163.0;12.0;0.273;0.0;6.15;0.0;0.0;317.0;1.0;28.74;9.809;54.26;0.0;0.0;7.0;189.153;55.0;0.0;1.0;189.327;17.2;119.0;13.478;0.0;difficult
0.0;178.0;6.6;1175;11.357;1.0;1500.0;100.0;33.0;0.0;249.138;0.138;79.09;241.0;1.778;1677.722;0.0;7.2;1749.0;9.1;0.266;0.0;10.0;0.0;0.0;465.0;0.0;24.08;16.753;72.39;0.0;0.0;10.0;171.351;43.0;0.0;0.0;170.061;13.9;143.0;4.595;1.0;difficult
1.0;52.0;7.1;4275;22.089;1.0;1500.0;77.0;73.0;0.0;108.475;0.238;77.67;347.0;1.778;0.0;0.0;7.3;1457.0;8.3;0.224;0.0;7.633;0.0;0.0;326.0;0.0;45.448;15.927;58.38;0.0;0.0;27.0;191.737;104.0;0.0;0.0;190.042;14.4;100.0;21.923;0.0;difficult
0.0;178.0;6.6;1175;11.357;1.0;1500.0;100.0;33.0;0.0;249.138;0.138;79.09;241.0;1.778;1677.722;0.0;7.2;1749.0;9.1;0.266;0.0;10.0;0.0;0.0;465.0;0.0;24.08;16.753;72.39;0.0;0.0;10.0;171.351;43.0;0.0;0.0;170.061;13.9;143.0;4.595;1.0;difficult
1.0;52.0;7.1;4275;22.089;1.0;1500.0;77.0;73.0;0.0;108.475;0.238;77.67;347.0;1.778;0.0;0.0;7.3;1457.0;8.3;0.224;0.0;7.633;0.0;0.0;326.0;0.0;45.448;15.927;58.38;0.0;0.0;27.0;191.737;104.0;0.0;0.0;190.042;14.4;100.0;21.923;0.0;difficult
0.0;132.0;6.5;4430;12.962;1.0;1500.0;120.0;34.0;0.0;187.816;0.06;79.3;124.0;1.778;1677.722;0.0;7.7;2081.0;13.0;0.316;1.0;11.733;0.0;0.0;658.0;0.0;10.566;5.731;56.93;0.0;0.0;4.0;175.562;27.0;0.0;0.0;175.538;17.1;196.0;8.893;0.0;difficult
0.0;81.0;7.7;4334;19.365;1.0;1500.0;57.0;35.0;0.0;187.299;0.152;76.15;177.0;1.778;1677.722;0.0;8.3;1163.0;12.0;0.273;0.0;6.15;0.0;0.0;317.0;1.0;28.74;9.809;54.26;0.0;0.0;7.0;189.153;55.0;0.0;1.0;189.327;17.2;119.0;13.478;0.0;difficult
1.0;115.0;4.9;4378;24.602;1.0;1500.0;126.0;32.0;0.0;196.317;0.05;83.46;83.0;1.778;1677.722;0.0;4.7;1658.0;14.9;0.349;0.0;9.567;0.0;0.0;579.0;0.0;8.669;22.404;24.98;0.0;0.0;4.0;172.786;17.0;0.0;0.0;172.028;19.7;135.0;16.867;0.0;difficult
0.0;136.0;6.3;4287;36.442;1.0;1500.0;126.0;29.0;0.0;172.846;0.068;79.9;143.0;1.778;1677.722;0.0;6.8;2109.0;11.2;0.281;0.0;11.367;0.0;0.0;593.0;1.0;12.577;14.73;40.04;0.0;0.0;10.0;186.217;47.0;0.0;0.0;184.867;16.9;179.0;26.276;0.0;difficult
1.0;52.0;7.1;4275;22.089;1.0;1500.0;77.0;73.0;0.0;108.475;0.238;77.67;347.0;1.778;0.0;0.0;7.3;1457.0;8.3;0.224;0.0;7.633;0.0;0.0;326.0;0.0;45.448;15.927;58.38;0.0;0.0;27.0;191.737;104.0;0.0;0.0;190.042;14.4;100.0;21.923;0.0;difficult
0.0;94.0;7.3;4424;29.208;1.0;1500.0;89.0;24.0;0.0;187.985;0.048;71.75;70.0;1.778;1677.722;0.0;7.9;1463.0;10.1;0.31;1.0;8.85;0.0;0.0;453.0;0.0;7.897;9.196;53.71;0.0;0.0;4.0;166.497;26.0;0.0;0.0;164.36;16.5;162.0;17.816;0.0;difficult
0.0;108.0;6.6;4318;22.166;1.0;1500.0;94.0;73.0;0.0;91.766;0.189;78.99;313.0;1.778;0.0;0.0;7.6;1654.0;12.1;0.273;0.0;9.683;0.0;0.0;452.0;0.0;32.311;29.396;43.12;1.0;0.0;16.0;169.872;105.0;0.0;0.0;170.022;15.6;141.0;53.584;0.0;difficult
0.0;108.0;8.2;788;15.032;1.0;1500.0;79.0;77.0;0.0;221.161;0.519;64.1;640.0;1.778;1677.722;0.0;8.0;1234.0;9.2;0.288;1.0;10.983;0.0;0.0;355.0;0.0;58.252;18.034;61.36;0.0;0.0;35.0;128.326;261.0;0.0;0.0;110.862;14.7;157.0;13.405;0.0;difficult
1.0;76.0;8.0;4340;31.584;1.0;1500.0;58.0;96.0;0.0;162.788;0.293;75.34;360.0;1.778;1677.722;0.0;9.2;1227.0;10.5;0.246;0.0;7.033;0.0;0.0;302.0;0.0;51.17;15.549;41.97;0.0;0.0;29.0;173.781;141.0;0.0;0.0;173.695;18.6;109.0;25.953;1.0;difficult
0.0;108.0;8.2;788;15.032;1.0;1500.0;79.0;77.0;0.0;221.161;0.519;64.1;640.0;1.778;1677.722;0.0;8.0;1234.0;9.2;0.288;1.0;10.983;0.0;0.0;355.0;0.0;58.252;18.034;61.36;0.0;0.0;35.0;128.326;261.0;0.0;0.0;110.862;14.7;157.0;13.405;0.0;difficult
0.0;160.0;6.4;4413;9.048;1.0;1500.0;117.0;38.0;0.0;190.087;0.064;79.5;128.0;1.778;1677.722;0.0;7.4;1995.0;11.6;0.291;1.0;11.517;0.0;0.0;580.0;0.0;11.111;5.705;49.86;0.0;0.0;6.0;173.078;30.0;0.0;0.0;173.001;16.8;179.0;6.939;0.0;difficult
0.0;94.0;7.3;4424;29.208;1.0;1500.0;89.0;24.0;0.0;187.985;0.048;71.75;70.0;1.778;1677.722;0.0;7.9;1463.0;10.1;0.31;1.0;8.85;0.0;0.0;453.0;0.0;7.897;9.196;53.71;0.0;0.0;4.0;166.497;26.0;0.0;0.0;164.36;16.5;162.0;17.816;0.0;difficult
1.0;115.0;4.9;4378;24.602;1.0;1500.0;126.0;32.0;0.0;196.317;0.05;83.46;83.0;1.778;1677.722;0.0;4.7;1658.0;14.9;0.349;0.0;9.567;0.0;0.0;579.0;0.0;8.669;22.404;24.98;0.0;0.0;4.0;172.786;17.0;0.0;0.0;172.028;19.7;135.0;16.867;0.0;difficult
0.0;94.0;7.3;4424;29.208;1.0;1500.0;89.0;24.0;0.0;187.985;0.048;71.75;70.0;1.778;1677.722;0.0;7.9;1463.0;10.1;0.31;1.0;8.85;0.0;0.0;453.0;0.0;7.897;9.196;53.71;0.0;0.0;4.0;166.497;26.0;0.0;0.0;164.36;16.5;162.0;17.816;0.0;difficult
0.0;81.0;7.7;4334;19.365;1.0;1500.0;57.0;35.0;0.0;187.299;0.152;76.15;177.0;1.778;1677.722;0.0;8.3;1163.0;12.0;0.273;0.0;6.15;0.0;0.0;317.0;1.0;28.74;9.809;54.26;0.0;0.0;7.0;189.153;55.0;0.0;1.0;189.327;17.2;119.0;13.478;0.0;difficult
1.0;121.0;7.7;4313;30.747;1.0;1500.0;101.0;41.0;0.0;138.886;0.073;76.05;152.0;1.778;1677.722;0.0;8.4;2074.0;8.0;0.279;0.0;11.75;0.0;0.0;579.0;0.0;12.936;16.677;64.51;0.0;0.0;10.0;176.725;35.0;0.0;0.0;177.529;11.3;156.0;32.386;0.0;difficult
0.0;61.0;7.8;4319;18.346;1.0;1500.0;63.0;40.0;0.0;113.788;0.141;70.53;156.0;1.778;0.0;0.0;8.2;1107.0;14.6;0.275;0.0;6.667;0.0;0.0;304.0;0.0;23.386;20.754;36.63;1.0;0.0;6.0;166.744;45.0;0.0;0.0;165.651;18.5;117.0;34.417;0.0;difficult
0.0;160.0;6.4;4413;9.048;1.0;1500.0;117.0;38.0;0.0;190.087;0.064;79.5;128.0;1.778;1677.722;0.0;7.4;1995.0;11.6;0.291;1.0;11.517;0.0;0.0;580.0;0.0;11.111;5.705;49.86;0.0;0.0;6.0;173.078;30.0;0.0;0.0;173.001;16.8;179.0;6.939;0.0;difficult
0.0;136.0;6.3;4287;36.442;1.0;1500.0;126.0;29.0;0.0;172.846;0.068;79.9;143.0;1.778;1677.722;0.0;6.8;2109.0;11.2;0.281;0.0;11.367;0.0;0.0;593.0;1.0;12.577;14.73;40.04;0.0;0.0;10.0;186.217;47.0;0.0;0.0;184.867;16.9;179.0;26.276;0.0;difficult
0.0;132.0;6.5;4430;12.962;1.0;1500.0;120.0;34.0;0.0;187.816;0.06;79.3;124.0;1.778;1677.722;0.0;7.7;2081.0;13.0;0.316;1.0;11.733;0.0;0.0;658.0;0.0;10.566;5.731;56.93;0.0;0.0;4.0;175.562;27.0;0.0;0.0;175.538;17.1;196.0;8.893;0.0;difficult
0.0;94.0;7.3;4424;29.208;1.0;1500.0;89.0;24.0;0.0;187.985;0.048;71.75;70.0;1.778;1677.722;0.0;7.9;1463.0;10.1;0.31;1.0;8.85;0.0;0.0;453.0;0.0;7.897;9.196;53.71;0.0;0.0;4.0;166.497;26.0;0.0;0.0;164.36;16.5;162.0;17.816;0.0;difficult
0.0;61.0;7.8;4319;18.346;1.0;1500.0;63.0;40.0;0.0;113.788;0.141;70.53;156.0;1.778;0.0;0.0;8.2;1107.0;14.6;0.275;0.0;6.667;0.0;0.0;304.0;0.0;23.386;20.754;36.63;1.0;0.0;6.0;166.744;45.0;0.0;0.0;165.651;18.5;117.0;34.417;0.0;difficult
1.0;121.0;7.7;4313;30.747;1.0;1500.0;101.0;41.0;0.0;138.886;0.073;76.05;152.0;1.778;1677.722;0.0;8.4;2074.0;8.0;0.279;0.0;11.75;0.0;0.0;579.0;0.0;12.936;16.677;64.51;0.0;0.0;10.0;176.725;35.0;0.0;0.0;177.529;11.3;156.0;32.386;0.0;difficult
1.0;121.0;7.7;4313;30.747;1.0;1500.0;101.0;41.0;0.0;138.886;0.073;76.05;152.0;1.778;1677.722;0.0;8.4;2074.0;8.0;0.279;0.0;11.75;0.0;0.0;579.0;0.0;12.936;16.677;64.51;0.0;0.0;10.0;176.725;35.0;0.0;0.0;177.529;11.3;156.0;32.386;0.0;difficult
0.0;94.0;7.3;4424;29.208;1.0;1500.0;89.0;24.0;0.0;187.985;0.048;71.75;70.0;1.778;1677.722;0.0;7.9;1463.0;10.1;0.31;1.0;8.85;0.0;0.0;453.0;0.0;7.897;9.196;53.71;0.0;0.0;4.0;166.497;26.0;0.0;0.0;164.36;16.5;162.0;17.816;0.0;difficult
0.0;76.0;4.6;4370;19.461;1.0;1500.0;116.0;40.0;0.0;194.06;0.101;89.68;180.0;1.778;1677.722;0.0;4.8;1787.0;4.3;0.292;0.0;10.817;0.0;0.0;521.0;0.0;16.618;29.054;79.67;1.0;0.0;21.0;169.108;62.0;0.0;0.0;164.061;9.8;110.0;14.548;0.0;difficult
0.0;76.0;4.6;4370;19.461;1.0;1500.0;116.0;40.0;0.0;194.06;0.101;89.68;180.0;1.778;1677.722;0.0;4.8;1787.0;4.3;0.292;0.0;10.817;0.0;0.0;521.0;0.0;16.618;29.054;79.67;1.0;0.0;21.0;169.108;62.0;0.0;0.0;164.061;9.8;110.0;14.548;0.0;difficult
0.0;136.0;6.3;4287;36.442;1.0;1500.0;126.0;29.0;0.0;172.846;0.068;79.9;143.0;1.778;1677.722;0.0;6.8;2109.0;11.2;0.281;0.0;11.367;0.0;0.0;593.0;1.0;12.577;14.73;40.04;0.0;0.0;10.0;186.217;47.0;0.0;0.0;184.867;16.9;179.0;26.276;0.0;difficult
0.0;76.0;4.6;4370;19.461;1.0;1500.0;116.0;40.0;0.0;194.06;0.101;89.68;180.0;1.778;1677.722;0.0;4.8;1787.0;4.3;0.292;0.0;10.817;0.0;0.0;521.0;0.0;16.618;29.054;79.67;1.0;0.0;21.0;169.108;62.0;0.0;0.0;164.061;9.8;110.0;14.548;0.0;difficult
0.0;160.0;6.4;4413;9.048;1.0;1500.0;117.0;38.0;0.0;190.087;0.064;79.5;128.0;1.778;1677.722;0.0;7.4;1995.0;11.6;0.291;1.0;11.517;0.0;0.0;580.0;0.0;11.111;5.705;49.86;0.0;0.0;6.0;173.078;30.0;0.0;0.0;173.001;16.8;179.0;6.939;0.0;difficult
0.0;76.0;4.6;4370;19.461;1.0;1500.0;116.0;40.0;0.0;194.06;0.101;89.68;180.0;1.778;1677.722;0.0;4.8;1787.0;4.3;0.292;0.0;10.817;0.0;0.0;521.0;0.0;16.618;29.054;79.67;1.0;0.0;21.0;169.108;62.0;0.0;0.0;164.061;9.8;110.0;14.548;0.0;difficult
0.0;108.0;8.2;788;15.032;1.0;1500.0;79.0;77.0;0.0;221.161;0.519;64.1;640.0;1.778;1677.722;0.0;8.0;1234.0;9.2;0.288;1.0;10.983;0.0;0.0;355.0;0.0;58.252;18.034;61.36;0.0;0.0;35.0;128.326;261.0;0.0;0.0;110.862;14.7;157.0;13.405;0.0;difficult
0.0;61.0;7.8;4319;18.346;1.0;1500.0;63.0;40.0;0.0;113.788;0.141;70.53;156.0;1.778;0.0;0.0;8.2;1107.0;14.6;0.275;0.0;6.667;0.0;0.0;304.0;0.0;23.386;20.754;36.63;1.0;0.0;6.0;166.744;45.0;0.0;0.0;165.651;18.5;117.0;34.417;0.0;difficult
1.0;52.0;7.1;4275;22.089;1.0;1500.0;77.0;73.0;0.0;108.475;0.238;77.67;347.0;1.778;0.0;0.0;7.3;1457.0;8.3;0.224;0.0;7.633;0.0;0.0;326.0;0.0;45.448;15.927;58.38;0.0;0.0;27.0;191.737;104.0;0.0;0.0;190.042;14.4;100.0;21.923;0.0;difficult
0.0;108.0;6.6;4318;22.166;1.0;1500.0;94.0;73.0;0.0;91.766;0.189;78.99;313.0;1.778;0.0;0.0;7.6;1654.0;12.1;0.273;0.0;9.683;0.0;0.0;452.0;0.0;32.311;29.396;43.12;1.0;0.0;16.0;169.872;105.0;0.0;0.0;170.022;15.6;141.0;53.584;0.0;difficult
0.0;178.0;6.6;1175;11.357;1.0;1500.0;100.0;33.0;0.0;249.138;0.138;79.09;241.0;1.778;1677.722;0.0;7.2;1749.0;9.1;0.266;0.0;10.0;0.0;0.0;465.0;0.0;24.08;16.753;72.39;0.0;0.0;10.0;171.351;43.0;0.0;0.0;170.061;13.9;143.0;4.595;1.0;difficult
1.0;52.0;7.1;4275;22.089;1.0;1500.0;77.0;73.0;0.0;108.475;0.238;77.67;347.0;1.778;0.0;0.0;7.3;1457.0;8.3;0.224;0.0;7.633;0.0;0.0;326.0;0.0;45.448;15.927;58.38;0.0;0.0;27.0;191.737;104.0;0.0;0.0;190.042;14.4;100.0;21.923;0.0;difficult
